event_id,user_id,event_date,country,subscription_plan,device_type,traffic_source,event_type,session_duration_mins,monthly_revenue,customer_support_tickets
E53591,U10868,2023-06-05,UK,Free,Mobile,Email,Churn,41,$131.68,3
E53592,U10155,2023-07-28,Australia,Basic,Desktop,Referral,Feature_Use,153,$453.09,2
E53593,U10794,2024-05-24,Australia,Basic,Desktop,Email,Feature_Use,148,$49.13,1
E53594,U10825,2024-04-06,UK,Free,Tablet,Referral,Login,162,$398.47,2
E53595,U10725,2024-06-07,Australia,Basic,Tablet,Organic,Churn,98,$62.86,3
E53596,U10830,2023-03-21,UK,Pro,Desktop,Email,Login,74,$234.17,0
E53597,U10889,2023-11-22,Canada,Free,Desktop,Organic,Feature_Use,33,$169.33,1
E53598,U10656,2023-06-02,Canada,Basic,Tablet,Referral,Churn,144,$2.59,2
E53599,U10005,2023-04-09,USA,Free,Mobile,Organic,Login,172,$266.82,1
E53600,U10756,2023-11-29,UK,Basic,Mobile,Referral,Upgrade,122,$15.89,4
E53601,U10962,2023-03-02,Germany,Pro,Desktop,Organic,Feature_Use,123,$455.83,2
E53602,U10871,2024-03-19,USA,Free,Mobile,Email,Feature_Use,68,$234.32,3
E53603,U11073,2023-10-04,Canada,Basic,Mobile,Ads,Feature_Use,176,$160.71,1
E53604,U10519,2023-07-01,UK,Free,Desktop,Organic,Feature_Use,106,$62.56,2
E53605,U10612,2023-05-10,Germany,Pro,Tablet,Email,Login,85,$49.28,0
E53606,U10859,2024-06-26,Australia,Pro,Mobile,Referral,Upgrade,59,$230.55,2
E53607,U10845,2024-02-20,Germany,Basic,Desktop,Referral,Feature_Use,2,$171.07,2
E53608,U10360,2023-09-01,USA,Free,Desktop,Referral,Login,91,$119.34,2
E53609,U11169,2023-05-28,Australia,Basic,Desktop,Organic,Upgrade,140,$223.92,4
E53610,U11132,2023-02-15,Canada,Free,Mobile,Ads,Login,117,$142.13,3
E53611,U10164,2023-12-18,Germany,Pro,Tablet,Email,Upgrade,28,$239.72,2
E53612,U10322,2024-03-08,Germany,Free,Mobile,Ads,Login,50,$303.56,2
E53613,U10404,2024-01-05,Canada,Free,Tablet,Referral,Login,73,$485.93,1
E53614,U10678,2024-05-30,Germany,Pro,Desktop,Ads,Feature_Use,160,$224.89,2
E53615,U10317,2023-05-09,USA,Free,Mobile,Ads,Feature_Use,122,$285.27,2
E53616,U10351,2023-09-19,USA,Basic,Desktop,Ads,Login,129,$91.42,2
E53617,U10274,2024-07-06,Canada,Free,Tablet,Organic,Feature_Use,62,$231.83,0
E53618,U11038,2023-09-16,Germany,Free,Desktop,Email,Login,96,$113.99,0
E53619,U11164,2023-01-02,Canada,Enterprise,Tablet,Referral,Login,151,$338.27,2
E53620,U10156,2023-10-14,Australia,Basic,Desktop,Referral,Login,164,$441.85,0
E53621,U10768,2024-05-09,Germany,Free,Tablet,Referral,Login,154,$11.43,0
E53622,U10136,2023-07-13,Germany,Pro,Mobile,Email,Login,95,$385.0,1
E53623,U10208,2024-03-12,UK,Free,Desktop,Ads,Feature_Use,17,$479.53,0
E53624,U10344,2024-03-04,Australia,Pro,Mobile,Referral,Feature_Use,155,$104.56,2
E53625,U11073,2023-09-04,UK,Pro,Mobile,Ads,Churn,48,$352.89,3
E53626,U10369,2023-03-12,USA,Pro,Tablet,Ads,Churn,57,$45.75,2
E53627,U10283,2023-12-22,Canada,Basic,Tablet,Ads,Login,106,$429.83,1
E53628,U10976,2024-01-08,India,Enterprise,Tablet,Referral,Login,117,$14.56,2
E53629,U10232,2024-01-28,India,Free,Desktop,Email,Login,100,$189.63,4
E53630,U10133,2023-12-29,Germany,Basic,Mobile,Email,Login,65,$341.84,2
E53631,U10974,2023-08-06,UK,Pro,Tablet,Ads,Login,15,$112.62,3
E53632,U10676,2023-11-01,Canada,Enterprise,Desktop,Organic,Upgrade,129,$285.58,3
E53633,U10807,2024-07-11,Germany,Basic,Mobile,Email,Login,136,$184.08,0
E53634,U10836,2023-11-05,India,Basic,Mobile,Ads,Login,151,$123.6,4
E53635,U10490,2024-03-20,India,Basic,Tablet,Email,Login,70,$257.79,2
E53636,U10548,2024-01-06,Germany,Pro,Tablet,Email,Login,133,$194.24,0
E53637,U10864,2023-12-03,USA,Basic,Mobile,Email,Upgrade,53,$86.14,3
E53638,U10402,2023-04-13,Australia,Pro,Desktop,Ads,Feature_Use,105,$81.19,2
E53639,U10065,2023-04-01,Germany,Basic,Tablet,Ads,Login,12,$375.4,1
E53640,U10949,2024-05-06,Australia,Basic,Mobile,Ads,Login,34,$101.49,1
E53641,U10758,2023-08-09,Germany,Basic,Desktop,Email,Upgrade,4,$19.63,2
E53642,U11153,2023-04-05,USA,Basic,Tablet,Organic,Feature_Use,152,$54.07,0
E53643,U10136,2023-12-28,Australia,Basic,Mobile,Email,Login,163,$493.17,3
E53644,U10236,2023-11-25,Australia,Pro,Tablet,Ads,Login,27,$138.87,1
E53645,U10596,2024-04-06,India,Free,Tablet,Organic,Login,10,$492.95,1
E53646,U10970,2024-02-20,UK,Basic,Mobile,Referral,Login,171,$492.45,0
E53647,U10245,2023-03-24,India,Free,Mobile,Email,Login,10,$51.95,2
E53648,U10297,2023-02-14,Australia,Pro,Mobile,Email,Login,69,$169.04,0
E53649,U10578,2023-01-11,Australia,Basic,Mobile,Organic,Login,83,$90.21,5
E53650,U10714,2023-10-10,UK,Free,Tablet,Ads,Login,22,$397.25,1
E53651,U10236,2024-03-28,India,Pro,Mobile,Email,Churn,33,$222.81,0
E53652,U10535,2023-06-03,India,Pro,Tablet,Email,Login,7,$290.73,0
E53653,U10522,2023-08-25,Canada,Basic,Tablet,Referral,Login,39,$182.09,1
E53654,U10347,2024-02-01,Australia,Pro,Tablet,Ads,Churn,106,$249.9,2
E53655,U10600,2024-05-13,UK,Pro,Tablet,Email,Upgrade,7,$485.89,0
E53656,U10614,2024-03-16,UK,Free,Desktop,Organic,Login,130,$289.18,2
E53657,U10949,2024-05-16,Germany,Free,Tablet,Email,Login,20,$482.98,0
E53658,U10999,2023-04-02,India,Pro,Tablet,Organic,Churn,40,$67.68,0
E53659,U10314,2023-11-27,India,Basic,Tablet,Referral,Login,9,$176.04,2
E53660,U10761,2023-03-26,Canada,Pro,Mobile,Organic,Feature_Use,7,$345.83,2
E53661,U10663,2023-06-16,India,Enterprise,Tablet,Ads,Downgrade,113,$38.04,2
E53662,U10167,2024-03-26,UK,Pro,Desktop,Email,Downgrade,33,$250.73,1
E53663,U10514,2023-07-13,India,Enterprise,Desktop,Referral,Login,153,$134.46,0
E53664,U11015,2023-04-04,India,Basic,Desktop,Ads,Login,71,$401.97,1
E53665,U10218,2023-11-17,UK,Free,Mobile,Email,Feature_Use,123,$282.41,2
E53666,U11034,2024-04-22,UK,Pro,Desktop,Ads,Login,46,$479.33,2
E53667,U11169,2023-02-15,Germany,Free,Mobile,Ads,Feature_Use,82,$329.88,1
E53668,U10535,2024-05-15,UK,Pro,Mobile,Referral,Upgrade,166,$471.45,1
E53669,U10021,2024-01-25,UK,Basic,Tablet,Referral,Login,162,$9.89,2
E53670,U11110,2023-02-04,Germany,Basic,Tablet,Referral,Feature_Use,151,$279.92,3
E53671,U10088,2024-06-15,Australia,Free,Tablet,Email,Login,36,$136.67,4
E53672,U10883,2023-12-07,India,Free,Desktop,Email,Feature_Use,179,$374.64,1
E53673,U11030,2023-06-27,Canada,Free,Desktop,Referral,Upgrade,172,$486.45,2
E53674,U10716,2024-07-24,Canada,Free,Desktop,Referral,Login,82,$10.53,0
E53675,U10272,2023-12-11,UK,Basic,Mobile,Referral,Churn,100,$190.94,1
E53676,U10601,2023-10-10,UK,Pro,Desktop,Email,Login,168,$78.18,0
E53677,U10907,2023-06-26,Germany,Basic,Mobile,Referral,Login,43,$43.71,0
E53678,U10865,2023-09-06,USA,Basic,Tablet,Organic,Upgrade,152,$63.48,1
E53679,U10202,2023-08-06,Germany,Basic,Mobile,Organic,Login,2,$414.07,1
E53680,U10815,2023-07-20,Australia,Free,Desktop,Email,Feature_Use,135,$68.04,2
E53681,U10158,2023-06-21,Germany,Free,Mobile,Email,Feature_Use,145,$195.61,3
E53682,U10384,2024-04-24,Australia,Free,Mobile,Email,Churn,72,$112.47,3
E53683,U10720,2023-12-23,UK,Basic,Desktop,Ads,Feature_Use,21,$5.14,2
E53684,U10540,2024-08-11,Canada,Basic,Mobile,Referral,Login,163,$318.54,3
E53685,U10030,2024-04-16,USA,Pro,Tablet,Ads,Login,103,$352.91,0
E53686,U11093,2024-05-21,India,Pro,Mobile,Ads,Login,152,$228.4,0
E53687,U11174,2023-10-05,Canada,Free,Mobile,Organic,Login,112,$278.82,4
E53688,U10804,2024-04-20,Germany,Basic,Tablet,Referral,Login,51,$69.64,1
E53689,U10961,2023-12-06,Canada,Basic,Mobile,Referral,Login,56,$391.83,2
E53690,U10080,2024-02-06,Canada,Basic,Desktop,Referral,Feature_Use,152,$387.32,1
E53691,U10116,2024-01-23,Canada,Free,Desktop,Organic,Login,151,$182.57,3
E53692,U11111,2023-03-22,UK,Free,Desktop,Email,Downgrade,32,$194.91,3
E53693,U10745,2023-11-06,Germany,Pro,Desktop,Organic,Churn,108,$279.38,1
E53694,U11166,2024-04-03,USA,Free,Tablet,Email,Feature_Use,28,$487.02,5
E53695,U10619,2023-08-18,UK,Free,Mobile,Referral,Feature_Use,28,$40.87,3
E53696,U10687,2023-05-02,Australia,Enterprise,Mobile,Organic,Login,86,$128.71,0
E53697,U10497,2023-05-16,Germany,Free,Desktop,Email,Upgrade,133,$330.09,2
E53698,U10677,2023-03-23,UK,Basic,Mobile,Organic,Churn,12,$323.51,2
E53699,U10162,2023-01-16,USA,Enterprise,Mobile,Email,Login,102,$376.12,2
E53700,U10679,2024-02-02,Germany,Free,Tablet,Referral,Login,157,$197.23,0
E53701,U10282,2024-08-17,Canada,Enterprise,Desktop,Ads,Downgrade,158,$191.95,1
E53702,U10117,2023-09-22,India,Free,Tablet,Organic,Login,74,$376.01,0
E53703,U10797,2023-05-12,UK,Basic,Mobile,Referral,Login,83,$464.37,2
E53704,U10458,2023-02-09,Australia,Free,Desktop,Organic,Upgrade,69,$354.11,1
E53705,U11075,2024-05-15,UK,Pro,Mobile,Referral,Login,168,$412.43,0
E53706,U10985,2024-01-20,UK,Free,Mobile,Ads,Login,76,$91.21,1
E53707,U10188,2023-02-02,Germany,Free,Tablet,Ads,Upgrade,130,$135.37,2
E53708,U10497,2024-08-20,Australia,Free,Mobile,Ads,Feature_Use,90,$333.25,3
E53709,U10718,2023-02-01,Australia,Pro,Desktop,Referral,Churn,115,$313.6,1
E53710,U11047,2023-09-02,Germany,Free,Mobile,Organic,Feature_Use,78,$265.36,1
E53711,U10904,2023-07-10,India,Free,Desktop,Ads,Churn,162,$227.55,5
E53712,U10665,2024-06-09,Canada,Free,Mobile,Organic,Login,170,$211.61,3
E53713,U10380,2023-08-04,USA,Pro,Tablet,Organic,Feature_Use,5,$82.09,1
E53714,U10643,2023-03-18,USA,Free,Tablet,Ads,Feature_Use,32,$164.91,1
E53715,U10800,2024-02-06,India,Enterprise,Mobile,Ads,Login,168,$22.16,4
E53716,U10553,2024-04-30,Canada,Enterprise,Desktop,Email,Downgrade,100,$290.48,3
E53717,U11171,2023-08-27,Australia,Basic,Mobile,Referral,Churn,126,$351.85,0
E53718,U11111,2024-05-10,Germany,Basic,Tablet,Ads,Downgrade,173,$247.18,2
E53719,U10949,2024-03-04,India,Basic,Desktop,Ads,Upgrade,6,$102.02,4
E53720,U11156,2023-11-04,Germany,Enterprise,Desktop,Email,Login,105,$217.93,0
E53721,U10826,2024-01-14,USA,Free,Desktop,Referral,Login,48,$119.25,4
E53722,U10444,2023-07-18,Australia,Free,Desktop,Referral,Feature_Use,26,$213.18,1
E53723,U10487,2024-05-06,USA,Basic,Mobile,Organic,Login,37,$289.54,1
E53724,U10479,2023-11-28,India,Basic,Mobile,Organic,Churn,156,$9.77,0
E53725,U10288,2024-02-29,Australia,Free,Desktop,Ads,Login,70,$428.95,2
E53726,U10556,2023-03-17,Canada,Pro,Tablet,Email,Login,38,$54.55,5
E53727,U10692,2023-09-27,Australia,Basic,Desktop,Referral,Churn,122,$115.67,1
E53728,U10136,2023-01-10,Canada,Free,Mobile,Referral,Login,153,$116.01,0
E53729,U10976,2023-09-28,India,Enterprise,Desktop,Organic,Feature_Use,19,$324.87,1
E53730,U11100,2023-08-21,Canada,Pro,Mobile,Organic,Feature_Use,145,$383.72,2
E53731,U10202,2024-02-29,USA,Enterprise,Tablet,Email,Feature_Use,162,$374.86,2
E53732,U10454,2024-02-26,UK,Free,Tablet,Email,Login,41,$209.44,4
E53733,U10246,2023-06-27,Canada,Free,Tablet,Ads,Login,127,$20.43,1
E53734,U10402,2023-06-13,India,Free,Desktop,Email,Feature_Use,139,$196.7,4
E53735,U10294,2024-04-24,Germany,Free,Tablet,Organic,Upgrade,164,$306.49,1
E53736,U10829,2023-05-10,Germany,Free,Tablet,Organic,Downgrade,161,$50.7,0
E53737,U10482,2024-07-25,UK,Pro,Tablet,Ads,Upgrade,168,$244.56,2
E53738,U10060,2023-10-23,UK,Free,Mobile,Referral,Login,117,$284.84,1
E53739,U10049,2024-01-16,USA,Free,Tablet,Email,Feature_Use,117,$436.69,2
E53740,U10484,2023-03-25,Germany,Enterprise,Mobile,Email,Login,149,$192.72,2
E53741,U10804,2024-06-21,Germany,Free,Tablet,Referral,Login,4,$258.4,3
E53742,U10846,2023-07-09,Canada,Free,Mobile,Organic,Login,36,$50.73,3
E53743,U10083,2023-08-10,Canada,Basic,Desktop,Organic,Login,59,$404.54,1
E53744,U10573,2024-04-12,Germany,Basic,Tablet,Email,Feature_Use,140,$320.55,1
E53745,U10563,2023-02-14,Germany,Basic,Tablet,Organic,Feature_Use,83,$248.58,4
E53746,U10337,2024-08-04,Australia,Basic,Mobile,Organic,Feature_Use,130,$178.77,1
E53747,U10844,2024-04-30,Australia,Basic,Mobile,Ads,Feature_Use,129,$298.5,2
E53748,U10174,2023-10-13,Canada,Free,Tablet,Email,Login,174,$396.78,0
E53749,U10266,2023-06-18,India,Free,Desktop,Email,Login,43,$473.39,3
E53750,U10291,2024-04-21,USA,Pro,Desktop,Email,Login,5,$296.09,0
E53751,U10122,2024-02-22,UK,Free,Tablet,Organic,Login,42,$84.06,0
E53752,U10943,2023-07-13,USA,Basic,Tablet,Referral,Login,34,$248.3,4
E53753,U10036,2023-04-10,UK,Basic,Mobile,Email,Login,169,$300.89,0
E53754,U10500,2023-04-25,Canada,Basic,Tablet,Organic,Churn,30,$106.49,1
E53755,U10781,2023-09-11,Canada,Enterprise,Mobile,Referral,Login,149,$55.57,2
E53756,U11105,2023-09-28,Canada,Pro,Desktop,Referral,Login,1,$482.71,2
E53757,U10522,2023-02-25,India,Free,Mobile,Email,Login,20,$95.52,0
E53758,U10538,2023-09-12,India,Free,Mobile,Referral,Downgrade,95,$349.91,0
E53759,U10981,2024-03-26,India,Pro,Tablet,Email,Login,160,$475.52,2
E53760,U10366,2024-01-14,UK,Free,Mobile,Referral,Feature_Use,40,$478.96,3
E53761,U10531,2023-12-13,UK,Free,Mobile,Organic,Login,94,$8.85,0
E53762,U11036,2024-06-28,Canada,Basic,Desktop,Email,Login,8,$295.03,1
E53763,U10031,2023-11-02,Germany,Basic,Desktop,Ads,Feature_Use,113,$50.49,3
E53764,U10675,2023-05-23,India,Pro,Tablet,Organic,Feature_Use,74,$176.87,6
E53765,U10316,2023-10-20,Germany,Free,Tablet,Referral,Feature_Use,23,$34.09,0
E53766,U10026,2023-05-31,UK,Basic,Mobile,Referral,Churn,167,$454.09,3
E53767,U11166,2023-08-01,USA,Basic,Mobile,Email,Login,22,$412.78,3
E53768,U11150,2023-04-08,Germany,Free,Tablet,Email,Login,89,$172.67,1
E53769,U10291,2024-05-30,India,Basic,Desktop,Email,Feature_Use,166,$307.91,2
E53770,U11108,2023-06-28,USA,Free,Mobile,Organic,Downgrade,9,$103.2,0
E53771,U10050,2024-08-03,Germany,Basic,Mobile,Email,Login,56,$42.61,1
E53772,U10401,2024-01-16,UK,Free,Mobile,Email,Login,148,$266.35,4
E53773,U11093,2023-08-31,India,Enterprise,Desktop,Organic,Login,58,$164.5,1
E53774,U10982,2023-07-07,Germany,Pro,Tablet,Ads,Feature_Use,21,$345.53,1
E53775,U10685,2024-01-15,India,Free,Mobile,Organic,Login,86,$42.18,0
E53776,U10316,2023-06-26,Canada,Pro,Tablet,Organic,Login,8,$51.66,2
E53777,U10930,2023-08-16,USA,Pro,Desktop,Referral,Downgrade,117,$133.06,0
E53778,U10044,2024-03-25,Australia,Basic,Desktop,Referral,Login,118,$318.38,2
E53779,U10132,2023-06-20,India,Enterprise,Tablet,Organic,Churn,62,$173.15,3
E53780,U10877,2024-01-06,Canada,Free,Desktop,Referral,Feature_Use,92,$60.78,1
E53781,U10974,2023-04-17,Canada,Free,Mobile,Organic,Login,107,$227.52,0
E53782,U10175,2023-12-30,UK,Pro,Tablet,Referral,Feature_Use,11,$432.16,2
E53783,U10261,2023-07-03,India,Pro,Desktop,Referral,Login,81,$108.38,2
E53784,U10244,2024-04-27,USA,Enterprise,Mobile,Ads,Login,8,$56.59,4
E53785,U11180,2024-02-02,UK,Free,Desktop,Referral,Login,17,$21.92,2
E53786,U11037,2023-06-23,Germany,Free,Desktop,Referral,Login,19,$339.23,2
E53787,U10036,2023-03-06,Australia,Free,Desktop,Referral,Login,82,$358.73,3
E53788,U10390,2024-02-19,Canada,Free,Tablet,Email,Login,61,$250.37,2
E53789,U10981,2024-05-05,UK,Pro,Desktop,Referral,Feature_Use,161,$178.32,1
E53790,U10569,2023-06-01,Germany,Pro,Desktop,Ads,Login,4,$170.25,3
E53791,U10074,2023-05-09,USA,Free,Desktop,Organic,Feature_Use,80,$68.27,0
E53792,U10067,2024-07-08,UK,Free,Desktop,Ads,Feature_Use,147,$433.17,2
E53793,U10373,2023-07-29,Germany,Pro,Desktop,Email,Feature_Use,167,$215.94,2
E53794,U10855,2023-10-16,Germany,Basic,Tablet,Email,Login,80,$316.17,1
E53795,U10214,2024-02-15,Canada,Free,Desktop,Referral,Login,155,$354.27,3
E53796,U10403,2023-12-30,UK,Free,Mobile,Ads,Feature_Use,11,$202.26,2
E53797,U10264,2024-07-11,Germany,Enterprise,Tablet,Referral,Login,3,$289.56,1
E53798,U10765,2023-06-12,Australia,Basic,Desktop,Organic,Login,63,$327.93,0
E53799,U10741,2024-03-10,India,Pro,Mobile,Email,Login,63,$330.33,4
E53800,U10401,2024-08-10,Germany,Basic,Desktop,Ads,Upgrade,84,$399.06,0
E53801,U10898,2023-10-04,Australia,Free,Tablet,Email,Login,97,$290.34,2
E53802,U10625,2023-05-31,UK,Basic,Mobile,Organic,Login,136,$12.72,1
E53803,U10373,2024-05-11,USA,Basic,Mobile,Referral,Login,179,$109.28,2
E53804,U10730,2024-04-21,USA,Free,Tablet,Ads,Churn,130,$361.99,2
E53805,U10908,2024-05-22,Canada,Basic,Tablet,Referral,Feature_Use,19,$81.4,2
E53806,U10829,2024-05-04,Germany,Free,Desktop,Ads,Churn,111,$36.81,1
E53807,U10926,2024-06-22,Germany,Basic,Desktop,Email,Churn,168,$425.46,1
E53808,U10669,2023-10-22,USA,Basic,Tablet,Referral,Feature_Use,137,$75.8,0
E53809,U10735,2023-08-04,UK,Free,Tablet,Organic,Upgrade,24,$35.17,1
E53810,U11047,2023-05-21,Canada,Enterprise,Mobile,Organic,Downgrade,117,$431.07,1
E53811,U10561,2023-05-29,India,Free,Tablet,Organic,Login,109,$25.38,3
E53812,U10101,2023-12-28,Canada,Basic,Desktop,Organic,Login,114,$59.59,1
E53813,U11194,2023-10-19,Germany,Free,Mobile,Email,Login,9,$489.27,1
E53814,U10107,2023-09-29,Canada,Free,Mobile,Ads,Churn,126,$111.15,1
E53815,U10433,2023-10-27,UK,Pro,Desktop,Ads,Login,131,$71.99,1
E53816,U10304,2023-05-10,Germany,Free,Mobile,Ads,Login,20,$380.45,2
E53817,U10856,2023-03-13,UK,Pro,Tablet,Referral,Feature_Use,57,$494.46,0
E53818,U11156,2024-01-02,Canada,Basic,Mobile,Ads,Upgrade,142,$212.5,2
E53819,U11025,2023-03-21,Australia,Basic,Tablet,Email,Feature_Use,145,$117.9,3
E53820,U10204,2024-04-25,India,Free,Mobile,Email,Feature_Use,92,$441.93,1
E53821,U10614,2024-06-10,Australia,Pro,Desktop,Organic,Login,22,$198.51,2
E53822,U10521,2023-01-03,Germany,Basic,Tablet,Ads,Login,103,$108.74,5
E53823,U10169,2024-06-04,Germany,Free,Mobile,Email,Login,46,$30.28,1
E53824,U10887,2024-08-13,India,Free,Mobile,Email,Login,99,$339.65,2
E53825,U11112,2024-07-06,UK,Free,Tablet,Organic,Churn,135,$156.83,3
E53826,U10657,2023-09-03,UK,Pro,Desktop,Organic,Login,179,$399.77,4
E53827,U10420,2023-06-01,UK,Free,Tablet,Referral,Upgrade,8,$307.39,2
E53828,U10158,2023-03-17,UK,Free,Desktop,Email,Login,67,$498.73,0
E53829,U10385,2023-05-30,Canada,Pro,Tablet,Ads,Feature_Use,89,$399.46,1
E53830,U11150,2024-03-30,USA,Basic,Tablet,Organic,Downgrade,163,$30.36,0
E53831,U10012,2023-07-14,Australia,Basic,Desktop,Referral,Login,60,$415.04,1
E53832,U10211,2024-01-12,Germany,Pro,Desktop,Organic,Login,23,$145.68,0
E53833,U10846,2024-05-15,Germany,Free,Mobile,Referral,Login,34,$301.5,2
E53834,U10903,2024-05-14,India,Pro,Mobile,Ads,Feature_Use,33,$457.0,1
E53835,U10013,2023-06-18,USA,Free,Mobile,Organic,Login,46,$202.18,0
E53836,U11080,2023-03-18,UK,Free,Mobile,Organic,Login,46,$220.75,0
E53837,U10789,2023-09-04,Australia,Free,Mobile,Email,Feature_Use,103,$76.49,0
E53838,U10208,2024-08-21,UK,Basic,Mobile,Referral,Churn,8,$435.12,0
E53839,U10583,2023-05-08,USA,Free,Desktop,Organic,Feature_Use,150,$287.43,0
E53840,U10696,2023-06-12,Germany,Basic,Tablet,Ads,Churn,139,$318.46,1
E53841,U10979,2023-06-23,Australia,Free,Mobile,Email,Login,58,$210.28,0
E53842,U10920,2023-05-09,Germany,Basic,Desktop,Ads,Login,1,$174.08,1
E53843,U10534,2024-03-30,Germany,Enterprise,Mobile,Organic,Feature_Use,139,$411.75,0
E53844,U10878,2023-08-12,UK,Basic,Desktop,Organic,Login,86,$246.4,1
E53845,U11119,2023-09-30,USA,Basic,Tablet,Ads,Login,92,$471.61,1
E53846,U10150,2023-08-25,UK,Free,Desktop,Organic,Upgrade,103,$172.49,0
E53847,U11112,2023-04-28,India,Free,Mobile,Ads,Churn,140,$240.44,0
E53848,U10738,2024-06-12,Australia,Free,Mobile,Referral,Feature_Use,69,$353.5,1
E53849,U10182,2024-08-13,Canada,Free,Mobile,Organic,Churn,46,$10.67,2
E53850,U10154,2024-08-22,Australia,Basic,Tablet,Referral,Login,143,$284.63,2
E53851,U11123,2023-10-04,Australia,Basic,Tablet,Referral,Login,84,$328.99,1
E53852,U10592,2024-07-03,Germany,Basic,Tablet,Referral,Login,49,$37.79,2
E53853,U10617,2024-01-16,UK,Enterprise,Mobile,Organic,Upgrade,121,$256.01,3
E53854,U10120,2023-02-11,USA,Free,Tablet,Organic,Login,5,$214.54,1
E53855,U10604,2024-02-06,UK,Basic,Tablet,Email,Login,84,$293.58,1
E53856,U10718,2023-02-17,UK,Free,Tablet,Email,Login,44,$26.47,2
E53857,U10852,2023-09-13,Australia,Pro,Tablet,Organic,Login,131,$175.33,4
E53858,U10381,2023-12-24,Australia,Basic,Tablet,Organic,Login,116,$264.94,0
E53859,U10584,2023-12-18,Germany,Free,Tablet,Referral,Login,147,$43.04,1
E53860,U10486,2023-12-05,Australia,Free,Desktop,Email,Upgrade,71,$100.75,1
E53861,U10656,2024-02-20,Australia,Free,Mobile,Referral,Upgrade,8,$163.13,2
E53862,U10149,2024-03-20,UK,Free,Tablet,Ads,Login,61,$193.41,1
E53863,U10783,2024-04-04,India,Basic,Mobile,Organic,Login,16,$79.04,1
E53864,U10705,2023-03-23,USA,Pro,Mobile,Email,Churn,62,$208.26,0
E53865,U10602,2024-01-24,USA,Basic,Tablet,Organic,Login,15,$61.41,0
E53866,U11015,2024-06-03,Germany,Free,Desktop,Referral,Login,57,$353.73,2
E53867,U10908,2023-10-13,UK,Pro,Desktop,Email,Login,175,$355.44,0
E53868,U11036,2024-04-12,Australia,Free,Tablet,Referral,Churn,24,$29.97,3
E53869,U10017,2023-03-20,Australia,Free,Tablet,Referral,Churn,68,$445.5,3
E53870,U10953,2024-03-20,Australia,Pro,Tablet,Ads,Login,106,$221.77,1
E53871,U11181,2024-01-26,Australia,Basic,Mobile,Organic,Login,151,$459.87,1
E53872,U10709,2023-01-24,UK,Pro,Desktop,Organic,Login,59,$352.35,4
E53873,U11027,2023-01-27,UK,Free,Tablet,Organic,Feature_Use,127,$420.19,2
E53874,U10565,2023-10-19,UK,Pro,Desktop,Referral,Login,75,$499.75,1
E53875,U10527,2023-08-14,USA,Pro,Tablet,Referral,Churn,126,$93.33,1
E53876,U10557,2023-08-31,UK,Free,Tablet,Email,Login,129,$407.88,0
E53877,U10538,2023-02-07,Australia,Free,Desktop,Email,Churn,12,$407.29,0
E53878,U10598,2023-11-02,USA,Pro,Tablet,Organic,Login,121,$481.34,11
E53879,U10385,2023-07-13,Germany,Pro,Mobile,Referral,Upgrade,160,$131.66,0
E53880,U10022,2023-12-18,Canada,Free,Desktop,Referral,Login,60,$52.89,3
E53881,U10501,2024-05-07,India,Free,Desktop,Referral,Login,72,$138.01,1
E53882,U10508,2024-01-09,USA,Pro,Tablet,Ads,Login,138,$111.86,1
E53883,U11055,2023-03-05,USA,Pro,Tablet,Email,Login,47,$91.68,0
E53884,U10281,2024-08-17,USA,Free,Desktop,Email,Login,116,$455.41,0
E53885,U11090,2024-02-27,USA,Pro,Tablet,Organic,Churn,96,$472.24,3
E53886,U11196,2024-03-20,Australia,Pro,Mobile,Referral,Login,43,$159.15,2
E53887,U10327,2023-07-03,Germany,Pro,Mobile,Referral,Upgrade,36,$377.03,0
E53888,U10717,2023-05-07,India,Pro,Tablet,Organic,Login,122,$420.77,1
E53889,U10853,2023-03-19,Germany,Basic,Mobile,Ads,Downgrade,45,$353.02,3
E53890,U11093,2024-08-04,India,Enterprise,Desktop,Email,Downgrade,120,$450.0,1
E53891,U11144,2024-05-14,Australia,Pro,Tablet,Referral,Feature_Use,40,$179.67,3
E53892,U10946,2023-08-05,UK,Basic,Mobile,Referral,Login,121,$480.37,1
E53893,U10741,2023-01-01,Australia,Enterprise,Tablet,Email,Login,67,$495.48,0
E53894,U10045,2024-04-18,India,Basic,Desktop,Referral,Downgrade,51,$352.5,1
E53895,U10371,2023-09-13,Canada,Basic,Desktop,Organic,Login,25,$50.52,2
E53896,U10920,2023-07-27,USA,Basic,Tablet,Referral,Feature_Use,58,$68.01,2
E53897,U11170,2023-05-19,Australia,Basic,Desktop,Ads,Login,156,$473.86,3
E53898,U10383,2023-06-19,Germany,Free,Desktop,Organic,Login,9,$466.04,0
E53899,U10140,2023-06-16,Canada,Enterprise,Desktop,Organic,Login,160,$121.32,1
E53900,U10929,2023-04-10,India,Enterprise,Tablet,Organic,Login,52,$60.71,1
E53901,U10202,2023-03-05,Germany,Free,Mobile,Ads,Churn,86,$265.39,0
E53902,U11021,2024-05-28,UK,Basic,Mobile,Ads,Upgrade,149,$286.16,4
E53903,U11015,2023-08-28,Canada,Free,Desktop,Referral,Login,106,$453.58,2
E53904,U10986,2024-06-22,USA,Free,Tablet,Email,Login,29,$55.57,2
